"Survived" "Pclass" "Sex" "Age" "SibSp" "Parch" "Fare" "Embarked" "C1_Label" "C2_Label" "C3_Label"
"417" 1 2 "female" 18 0 2 13 "S" 1 1 1
"418" 0 2 "male" 30 0 0 13 "S" 0 0 0
"419" 0 3 "female" 10 0 2 24.15 "S" 1 1 1
"420" 0 3 "male" 29.6991176470588 0 0 7.8958 "C" 0 0 0
"421" 0 3 "male" 21 0 0 7.7333 "Q" 0 0 0
"422" 0 3 "male" 29 0 0 7.875 "S" 0 0 0
"423" 0 3 "female" 28 1 1 14.4 "S" 1 1 1
"424" 0 3 "male" 18 1 1 20.2125 "S" 0 0 0
"425" 0 3 "male" 29.6991176470588 0 0 7.25 "S" 0 0 0
"426" 1 2 "female" 28 1 0 26 "S" 1 1 1
"427" 1 2 "female" 19 0 0 26 "S" 1 1 1
"428" 0 3 "male" 29.6991176470588 0 0 7.75 "Q" 0 0 0
"429" 1 3 "male" 32 0 0 8.05 "S" 0 0 0
"430" 1 1 "male" 28 0 0 26.55 "S" 0 0 1
"431" 1 3 "female" 29.6991176470588 1 0 16.1 "S" 1 1 1
"432" 1 2 "female" 42 1 0 26 "S" 1 1 1
"433" 0 3 "male" 17 0 0 7.125 "S" 0 0 0
"434" 0 1 "male" 50 1 0 55.9 "S" 0 0 0
"435" 1 1 "female" 14 1 2 120 "S" 1 1 1
"436" 0 3 "female" 21 2 2 34.375 "S" 1 1 0
"437" 1 2 "female" 24 2 3 18.75 "S" 1 1 1
"438" 0 1 "male" 64 1 4 263 "S" 0 0 1
"439" 0 2 "male" 31 0 0 10.5 "S" 0 0 0
"440" 1 2 "female" 45 1 1 26.25 "S" 1 1 1
"441" 0 3 "male" 20 0 0 9.5 "S" 0 0 0
"442" 0 3 "male" 25 1 0 7.775 "S" 0 0 0
"443" 1 2 "female" 28 0 0 13 "S" 1 1 1
"444" 1 3 "male" 29.6991176470588 0 0 8.1125 "S" 0 0 0
"445" 1 1 "male" 4 0 2 81.8583 "S" 1 1 1
"446" 1 2 "female" 13 0 1 19.5 "S" 1 1 1
"447" 1 1 "male" 34 0 0 26.55 "S" 0 0 0
"448" 1 3 "female" 5 2 1 19.2583 "C" 1 1 1
"449" 1 1 "male" 52 0 0 30.5 "S" 0 0 0
"450" 0 2 "male" 36 1 2 27.75 "S" 0 0 0
"451" 0 3 "male" 29.6991176470588 1 0 19.9667 "S" 0 0 0
"452" 0 1 "male" 30 0 0 27.75 "C" 0 1 1
"453" 1 1 "male" 49 1 0 89.1042 "C" 0 0 1
"454" 0 3 "male" 29.6991176470588 0 0 8.05 "S" 0 0 0
"455" 1 3 "male" 29 0 0 7.8958 "C" 0 0 0
"456" 0 1 "male" 65 0 0 26.55 "S" 0 0 0
"457" 1 1 "female" 29.6991176470588 1 0 51.8625 "S" 1 1 1
"458" 1 2 "female" 50 0 0 10.5 "S" 1 1 1
"459" 0 3 "male" 29.6991176470588 0 0 7.75 "Q" 0 0 0
"460" 1 1 "male" 48 0 0 26.55 "S" 0 0 0
"461" 0 3 "male" 34 0 0 8.05 "S" 0 0 0
"462" 0 1 "male" 47 0 0 38.5 "S" 0 0 0
"463" 0 2 "male" 48 0 0 13 "S" 0 0 0
"464" 0 3 "male" 29.6991176470588 0 0 8.05 "S" 0 0 0
"465" 0 3 "male" 38 0 0 7.05 "S" 0 0 0
"466" 0 2 "male" 29.6991176470588 0 0 0 "S" 0 0 0
"467" 0 1 "male" 56 0 0 26.55 "S" 0 0 0
"468" 0 3 "male" 29.6991176470588 0 0 7.725 "Q" 0 0 0
"469" 1 3 "female" 0.75 2 1 19.2583 "C" 1 1 1
"470" 0 3 "male" 29.6991176470588 0 0 7.25 "S" 0 0 0
"471" 0 3 "male" 38 0 0 8.6625 "S" 0 0 0
"472" 1 2 "female" 33 1 2 27.75 "S" 1 1 1
"473" 1 2 "female" 23 0 0 13.7917 "C" 1 1 1
"474" 0 3 "female" 22 0 0 9.8375 "S" 1 1 1
"475" 0 1 "male" 29.6991176470588 0 0 52 "S" 0 0 1
"476" 0 2 "male" 34 1 0 21 "S" 0 0 0
"477" 0 3 "male" 29 1 0 7.0458 "S" 0 0 0
"478" 0 3 "male" 22 0 0 7.5208 "S" 0 0 0
"479" 1 3 "female" 2 0 1 12.2875 "S" 1 1 1
"480" 0 3 "male" 9 5 2 46.9 "S" 0 0 0
"481" 0 2 "male" 29.6991176470588 0 0 0 "S" 0 0 0
"482" 0 3 "male" 50 0 0 8.05 "S" 0 0 0
"483" 1 3 "female" 63 0 0 9.5875 "S" 0 0 0
"484" 1 1 "male" 25 1 0 91.0792 "C" 0 1 1
"485" 0 3 "female" 29.6991176470588 3 1 25.4667 "S" 0 0 0
"486" 1 1 "female" 35 1 0 90 "S" 1 1 1
"487" 0 1 "male" 58 0 0 29.7 "C" 0 0 0
"488" 0 3 "male" 30 0 0 8.05 "S" 0 0 0
"489" 1 3 "male" 9 1 1 15.9 "S" 0 0 0
"490" 0 3 "male" 29.6991176470588 1 0 19.9667 "S" 0 0 0
"491" 0 3 "male" 21 0 0 7.25 "S" 0 0 0
"492" 0 1 "male" 55 0 0 30.5 "S" 0 0 0
"493" 0 1 "male" 71 0 0 49.5042 "C" 0 0 0
"494" 0 3 "male" 21 0 0 8.05 "S" 0 0 0
"495" 0 3 "male" 29.6991176470588 0 0 14.4583 "C" 0 0 0
"496" 1 1 "female" 54 1 0 78.2667 "C" 1 1 1
"497" 0 3 "male" 29.6991176470588 0 0 15.1 "S" 0 0 0
"498" 0 1 "female" 25 1 2 151.55 "S" 1 1 1
"499" 0 3 "male" 24 0 0 7.7958 "S" 0 0 0
"500" 0 3 "male" 17 0 0 8.6625 "S" 0 0 0
"501" 0 3 "female" 21 0 0 7.75 "Q" 1 1 1
"502" 0 3 "female" 29.6991176470588 0 0 7.6292 "Q" 1 1 0
"503" 0 3 "female" 37 0 0 9.5875 "S" 1 0 1
"504" 1 1 "female" 16 0 0 86.5 "S" 1 1 1
"505" 0 1 "male" 18 1 0 108.9 "C" 0 1 1
"506" 1 2 "female" 33 0 2 26 "S" 1 1 1
"507" 1 1 "male" 29.6991176470588 0 0 26.55 "S" 0 0 0
"508" 0 3 "male" 28 0 0 22.525 "S" 0 0 0
"509" 1 3 "male" 26 0 0 56.4958 "S" 0 0 0
"510" 1 3 "male" 29 0 0 7.75 "Q" 0 0 0
"511" 0 3 "male" 29.6991176470588 0 0 8.05 "S" 0 0 0
"512" 1 1 "male" 36 0 0 26.2875 "S" 0 0 0
"513" 1 1 "female" 54 1 0 59.4 "C" 1 1 1
"514" 0 3 "male" 24 0 0 7.4958 "S" 0 0 0
"515" 0 1 "male" 47 0 0 34.0208 "S" 0 0 0
"516" 1 2 "female" 34 0 0 10.5 "S" 1 1 1
"517" 0 3 "male" 29.6991176470588 0 0 24.15 "Q" 0 0 0
"518" 1 2 "female" 36 1 0 26 "S" 1 1 1
"519" 0 3 "male" 32 0 0 7.8958 "S" 0 0 0
"520" 1 1 "female" 30 0 0 93.5 "S" 1 1 1
"521" 0 3 "male" 22 0 0 7.8958 "S" 0 0 0
"522" 0 3 "male" 29.6991176470588 0 0 7.225 "C" 0 0 0
"523" 1 1 "female" 44 0 1 57.9792 "C" 1 1 1
"524" 0 3 "male" 29.6991176470588 0 0 7.2292 "C" 0 0 0
"525" 0 3 "male" 40.5 0 0 7.75 "Q" 0 0 0
"526" 1 2 "female" 50 0 0 10.5 "S" 1 1 1
"527" 0 1 "male" 29.6991176470588 0 0 221.7792 "S" 0 0 1
"528" 0 3 "male" 39 0 0 7.925 "S" 0 0 0
"529" 0 2 "male" 23 2 1 11.5 "S" 0 0 0
"530" 1 2 "female" 2 1 1 26 "S" 1 1 1
"531" 0 3 "male" 29.6991176470588 0 0 7.2292 "C" 0 0 0
"532" 0 3 "male" 17 1 1 7.2292 "C" 0 0 0
"533" 1 3 "female" 29.6991176470588 0 2 22.3583 "C" 1 1 1
"534" 0 3 "female" 30 0 0 8.6625 "S" 1 1 1
"535" 1 2 "female" 7 0 2 26.25 "S" 1 1 1
"536" 0 1 "male" 45 0 0 26.55 "S" 0 0 0
"537" 1 1 "female" 30 0 0 106.425 "C" 1 1 1
"538" 0 3 "male" 29.6991176470588 0 0 14.5 "S" 0 0 0
"539" 1 1 "female" 22 0 2 49.5 "C" 1 1 1
"540" 1 1 "female" 36 0 2 71 "S" 1 1 1
"541" 0 3 "female" 9 4 2 31.275 "S" 0 1 0
"542" 0 3 "female" 11 4 2 31.275 "S" 0 1 0
"543" 1 2 "male" 32 1 0 26 "S" 0 0 0
"544" 0 1 "male" 50 1 0 106.425 "C" 0 0 1
"545" 0 1 "male" 64 0 0 26 "S" 0 0 0
"546" 1 2 "female" 19 1 0 26 "S" 1 1 1
"547" 1 2 "male" 29.6991176470588 0 0 13.8625 "C" 0 0 0
"548" 0 3 "male" 33 1 1 20.525 "S" 0 0 0
"549" 1 2 "male" 8 1 1 36.75 "S" 0 0 0
"550" 1 1 "male" 17 0 2 110.8833 "C" 1 1 1
"551" 0 2 "male" 27 0 0 26 "S" 0 0 0
"552" 0 3 "male" 29.6991176470588 0 0 7.8292 "Q" 0 0 0
"553" 1 3 "male" 22 0 0 7.225 "C" 0 0 0
"554" 1 3 "female" 22 0 0 7.775 "S" 1 1 1
"555" 0 1 "male" 62 0 0 26.55 "S" 0 0 0
"556" 1 1 "female" 48 1 0 39.6 "C" 1 1 1
"557" 0 1 "male" 29.6991176470588 0 0 227.525 "C" 0 0 1
"558" 1 1 "female" 39 1 1 79.65 "S" 1 1 1
"559" 1 3 "female" 36 1 0 17.4 "S" 0 0 1
"560" 0 3 "male" 29.6991176470588 0 0 7.75 "Q" 0 0 0
"561" 0 3 "male" 40 0 0 7.8958 "S" 0 0 0
"562" 0 2 "male" 28 0 0 13.5 "S" 0 0 0
"563" 0 3 "male" 29.6991176470588 0 0 8.05 "S" 0 0 0
"564" 0 3 "female" 29.6991176470588 0 0 8.05 "S" 1 1 1
"565" 0 3 "male" 24 2 0 24.15 "S" 0 0 0
"566" 0 3 "male" 19 0 0 7.8958 "S" 0 0 0
"567" 0 3 "female" 29 0 4 21.075 "S" 1 1 0
"568" 0 3 "male" 29.6991176470588 0 0 7.2292 "C" 0 0 0
"569" 1 3 "male" 32 0 0 7.8542 "S" 0 0 0
"570" 1 2 "male" 62 0 0 10.5 "S" 0 0 0
"571" 1 1 "female" 53 2 0 51.4792 "S" 0 1 1
"572" 1 1 "male" 36 0 0 26.3875 "S" 0 0 0
"573" 1 3 "female" 29.6991176470588 0 0 7.75 "Q" 1 1 0
"574" 0 3 "male" 16 0 0 8.05 "S" 0 0 0
"575" 0 3 "male" 19 0 0 14.5 "S" 0 0 0
"576" 1 2 "female" 34 0 0 13 "S" 1 1 1
"577" 1 1 "female" 39 1 0 55.9 "S" 1 1 1
"578" 0 3 "female" 29.6991176470588 1 0 14.4583 "C" 1 1 1
"579" 1 3 "male" 32 0 0 7.925 "S" 0 0 0
"580" 1 2 "female" 25 1 1 30 "S" 1 1 1
"581" 1 1 "female" 39 1 1 110.8833 "C" 1 1 1
"582" 0 2 "male" 54 0 0 26 "S" 0 0 0
"583" 0 1 "male" 36 0 0 40.125 "C" 0 1 1
"584" 0 3 "male" 29.6991176470588 0 0 8.7125 "C" 0 0 0
"585" 1 1 "female" 18 0 2 79.65 "S" 1 1 1
"586" 0 2 "male" 47 0 0 15 "S" 0 0 0
"587" 1 1 "male" 60 1 1 79.2 "C" 0 0 0
"588" 0 3 "male" 22 0 0 8.05 "S" 0 0 0
"589" 0 3 "male" 29.6991176470588 0 0 8.05 "S" 0 0 0
"590" 0 3 "male" 35 0 0 7.125 "S" 0 0 0
"591" 1 1 "female" 52 1 0 78.2667 "C" 1 1 1
"592" 0 3 "male" 47 0 0 7.25 "S" 0 0 0
"593" 0 3 "female" 29.6991176470588 0 2 7.75 "Q" 1 1 0
"594" 0 2 "male" 37 1 0 26 "S" 0 0 0
"595" 0 3 "male" 36 1 1 24.15 "S" 0 0 0
"596" 1 2 "female" 29.6991176470588 0 0 33 "S" 1 1 1
"597" 0 3 "male" 49 0 0 0 "S" 0 0 0
"598" 0 3 "male" 29.6991176470588 0 0 7.225 "C" 0 0 0
"599" 1 1 "male" 49 1 0 56.9292 "C" 0 0 1
"600" 1 2 "female" 24 2 1 27 "S" 1 1 1
"601" 0 3 "male" 29.6991176470588 0 0 7.8958 "S" 0 0 0
"602" 0 1 "male" 29.6991176470588 0 0 42.4 "S" 0 0 1
"603" 0 3 "male" 44 0 0 8.05 "S" 0 0 0
"604" 1 1 "male" 35 0 0 26.55 "C" 0 1 1
"605" 0 3 "male" 36 1 0 15.55 "S" 0 0 0
"606" 0 3 "male" 30 0 0 7.8958 "S" 0 0 0
"607" 1 1 "male" 27 0 0 30.5 "S" 0 0 1
"608" 1 2 "female" 22 1 2 41.5792 "C" 1 1 1
"609" 1 1 "female" 40 0 0 153.4625 "S" 1 1 1
"610" 0 3 "female" 39 1 5 31.275 "S" 1 0 0
"611" 0 3 "male" 29.6991176470588 0 0 7.05 "S" 0 0 0
"612" 1 3 "female" 29.6991176470588 1 0 15.5 "Q" 1 1 0
"613" 0 3 "male" 29.6991176470588 0 0 7.75 "Q" 0 0 0
"614" 0 3 "male" 35 0 0 8.05 "S" 0 0 0
"615" 1 2 "female" 24 1 2 65 "S" 1 1 1
"616" 0 3 "male" 34 1 1 14.4 "S" 0 0 0
"617" 0 3 "female" 26 1 0 16.1 "S" 1 1 1
"618" 1 2 "female" 4 2 1 39 "S" 1 1 1
"619" 0 2 "male" 26 0 0 10.5 "S" 0 0 0
"620" 0 3 "male" 27 1 0 14.4542 "C" 0 0 0
"621" 1 1 "male" 42 1 0 52.5542 "S" 0 0 0
"622" 1 3 "male" 20 1 1 15.7417 "C" 0 0 0
"623" 0 3 "male" 21 0 0 7.8542 "S" 0 0 0
"624" 0 3 "male" 21 0 0 16.1 "S" 0 0 0
"625" 0 1 "male" 61 0 0 32.3208 "S" 0 0 0
"626" 0 2 "male" 57 0 0 12.35 "Q" 0 0 0
"627" 1 1 "female" 21 0 0 77.9583 "S" 1 1 1
"628" 0 3 "male" 26 0 0 7.8958 "S" 0 0 0
"629" 0 3 "male" 29.6991176470588 0 0 7.7333 "Q" 0 0 0
"630" 1 1 "male" 80 0 0 30 "S" 0 0 0
"631" 0 3 "male" 51 0 0 7.0542 "S" 0 0 0
"632" 1 1 "male" 32 0 0 30.5 "C" 0 1 1
"633" 0 1 "male" 29.6991176470588 0 0 0 "S" 0 1 0
"634" 0 3 "female" 9 3 2 27.9 "S" 1 1 0
"635" 1 2 "female" 28 0 0 13 "S" 1 1 1
"636" 0 3 "male" 32 0 0 7.925 "S" 0 0 0
"637" 0 2 "male" 31 1 1 26.25 "S" 0 0 0
"638" 0 3 "female" 41 0 5 39.6875 "S" 1 0 0
"639" 0 3 "male" 29.6991176470588 1 0 16.1 "S" 0 0 0
"640" 0 3 "male" 20 0 0 7.8542 "S" 0 0 0
"641" 1 1 "female" 24 0 0 69.3 "C" 1 1 1
"642" 0 3 "female" 2 3 2 27.9 "S" 1 1 1
"643" 1 3 "male" 29.6991176470588 0 0 56.4958 "S" 0 0 0
"644" 1 3 "female" 0.75 2 1 19.2583 "C" 1 1 1
"645" 1 1 "male" 48 1 0 76.7292 "C" 0 0 1
"646" 0 3 "male" 19 0 0 7.8958 "S" 0 0 0
"647" 1 1 "male" 56 0 0 35.5 "C" 0 0 0
"648" 0 3 "male" 29.6991176470588 0 0 7.55 "S" 0 0 0
"649" 1 3 "female" 23 0 0 7.55 "S" 1 1 1
"650" 0 3 "male" 29.6991176470588 0 0 7.8958 "S" 0 0 0
"651" 1 2 "female" 18 0 1 23 "S" 1 1 1
"652" 0 3 "male" 21 0 0 8.4333 "S" 0 0 0
"653" 1 3 "female" 29.6991176470588 0 0 7.8292 "Q" 1 1 0
"654" 0 3 "female" 18 0 0 6.75 "Q" 1 1 1
"655" 0 2 "male" 24 2 0 73.5 "S" 0 0 0
"656" 0 3 "male" 29.6991176470588 0 0 7.8958 "S" 0 0 0
"657" 0 3 "female" 32 1 1 15.5 "Q" 1 1 0
"658" 0 2 "male" 23 0 0 13 "S" 0 0 0
"659" 0 1 "male" 58 0 2 113.275 "C" 0 0 1
"660" 1 1 "male" 50 2 0 133.65 "S" 0 0 1
"661" 0 3 "male" 40 0 0 7.225 "C" 0 0 0
"662" 0 1 "male" 47 0 0 25.5875 "S" 0 0 0
"663" 0 3 "male" 36 0 0 7.4958 "S" 0 0 0
"664" 1 3 "male" 20 1 0 7.925 "S" 0 0 0
"665" 0 2 "male" 32 2 0 73.5 "S" 0 0 0
"666" 0 2 "male" 25 0 0 13 "S" 0 0 0
"667" 0 3 "male" 29.6991176470588 0 0 7.775 "S" 0 0 0
"668" 0 3 "male" 43 0 0 8.05 "S" 0 0 0
"669" 1 1 "female" 29.6991176470588 1 0 52 "S" 1 1 1
"670" 1 2 "female" 40 1 1 39 "S" 1 1 1
"671" 0 1 "male" 31 1 0 52 "S" 0 0 1
"672" 0 2 "male" 70 0 0 10.5 "S" 0 0 0
"673" 1 2 "male" 31 0 0 13 "S" 0 0 0
"674" 0 2 "male" 29.6991176470588 0 0 0 "S" 0 0 0
"675" 0 3 "male" 18 0 0 7.775 "S" 0 0 0
"676" 0 3 "male" 24.5 0 0 8.05 "S" 0 0 0
"677" 1 3 "female" 18 0 0 9.8417 "S" 1 1 1
"678" 0 3 "female" 43 1 6 46.9 "S" 1 0 0
"679" 1 1 "male" 36 0 1 512.3292 "C" 0 0 1
"680" 0 3 "female" 29.6991176470588 0 0 8.1375 "Q" 1 1 0
"681" 1 1 "male" 27 0 0 76.7292 "C" 0 1 1
"682" 0 3 "male" 20 0 0 9.225 "S" 0 0 0
"683" 0 3 "male" 14 5 2 46.9 "S" 0 0 0
"684" 0 2 "male" 60 1 1 39 "S" 0 0 0
"685" 0 2 "male" 25 1 2 41.5792 "C" 0 0 0
"686" 0 3 "male" 14 4 1 39.6875 "S" 0 0 0
"687" 0 3 "male" 19 0 0 10.1708 "S" 0 0 0
"688" 0 3 "male" 18 0 0 7.7958 "S" 0 0 0
"689" 1 1 "female" 15 0 1 211.3375 "S" 1 1 1
"690" 1 1 "male" 31 1 0 57 "S" 0 0 1
"691" 1 3 "female" 4 0 1 13.4167 "C" 1 1 1
"692" 1 3 "male" 29.6991176470588 0 0 56.4958 "S" 0 0 0
"693" 0 3 "male" 25 0 0 7.225 "C" 0 0 0
"694" 0 1 "male" 60 0 0 26.55 "S" 0 0 0
"695" 0 2 "male" 52 0 0 13.5 "S" 0 0 0
"696" 0 3 "male" 44 0 0 8.05 "S" 0 0 0
"697" 1 3 "female" 29.6991176470588 0 0 7.7333 "Q" 1 1 0
"698" 0 1 "male" 49 1 1 110.8833 "C" 0 0 1
"699" 0 3 "male" 42 0 0 7.65 "S" 0 0 0
"700" 1 1 "female" 18 1 0 227.525 "C" 1 1 1
"701" 1 1 "male" 35 0 0 26.2875 "S" 0 0 0
"702" 0 3 "female" 18 0 1 14.4542 "C" 1 1 1
"703" 0 3 "male" 25 0 0 7.7417 "Q" 0 0 0
"704" 0 3 "male" 26 1 0 7.8542 "S" 0 0 0
"705" 0 2 "male" 39 0 0 26 "S" 0 0 0
"706" 1 2 "female" 45 0 0 13.5 "S" 1 1 1
"707" 1 1 "male" 42 0 0 26.2875 "S" 0 0 0
"708" 1 1 "female" 22 0 0 151.55 "S" 1 1 1
"709" 1 3 "male" 29.6991176470588 1 1 15.2458 "C" 0 0 0
"710" 1 1 "female" 24 0 0 49.5042 "C" 1 1 1
"711" 0 1 "male" 29.6991176470588 0 0 26.55 "S" 0 0 0
"712" 1 1 "male" 48 1 0 52 "S" 0 0 0
"713" 0 3 "male" 29 0 0 9.4833 "S" 0 0 0
"714" 0 2 "male" 52 0 0 13 "S" 0 0 0
"715" 0 3 "male" 19 0 0 7.65 "S" 0 0 0
"716" 1 1 "female" 38 0 0 227.525 "C" 1 1 1
"717" 1 2 "female" 27 0 0 10.5 "S" 1 1 1
"718" 0 3 "male" 29.6991176470588 0 0 15.5 "Q" 0 0 0
"719" 0 3 "male" 33 0 0 7.775 "S" 0 0 0
"720" 1 2 "female" 6 0 1 33 "S" 1 1 1
"721" 0 3 "male" 17 1 0 7.0542 "S" 0 0 0
"722" 0 2 "male" 34 0 0 13 "S" 0 0 0
"723" 0 2 "male" 50 0 0 13 "S" 0 0 0
"724" 1 1 "male" 27 1 0 53.1 "S" 0 0 1
"725" 0 3 "male" 20 0 0 8.6625 "S" 0 0 0
"726" 1 2 "female" 30 3 0 21 "S" 0 1 1
"727" 1 3 "female" 29.6991176470588 0 0 7.7375 "Q" 1 1 0
"728" 0 2 "male" 25 1 0 26 "S" 0 0 0
"729" 0 3 "female" 25 1 0 7.925 "S" 1 1 1
"730" 1 1 "female" 29 0 0 211.3375 "S" 1 1 1
"731" 0 3 "male" 11 0 0 18.7875 "C" 0 0 0
"732" 0 2 "male" 29.6991176470588 0 0 0 "S" 0 0 0
"733" 0 2 "male" 23 0 0 13 "S" 0 0 0
"734" 0 2 "male" 23 0 0 13 "S" 0 0 0
"735" 0 3 "male" 28.5 0 0 16.1 "S" 0 0 0
"736" 0 3 "female" 48 1 3 34.375 "S" 0 0 0
"737" 1 1 "male" 35 0 0 512.3292 "C" 0 0 1
"738" 0 3 "male" 29.6991176470588 0 0 7.8958 "S" 0 0 0
"739" 0 3 "male" 29.6991176470588 0 0 7.8958 "S" 0 0 0
"740" 1 1 "male" 29.6991176470588 0 0 30 "S" 0 0 1
"741" 0 1 "male" 36 1 0 78.85 "S" 0 0 1
"742" 1 1 "female" 21 2 2 262.375 "C" 1 1 1
"743" 0 3 "male" 24 1 0 16.1 "S" 0 0 0
"744" 1 3 "male" 31 0 0 7.925 "S" 0 0 0
"745" 0 1 "male" 70 1 1 71 "S" 0 0 0
"746" 0 3 "male" 16 1 1 20.25 "S" 0 0 0
"747" 1 2 "female" 30 0 0 13 "S" 1 1 1
"748" 0 1 "male" 19 1 0 53.1 "S" 0 1 1
"749" 0 3 "male" 31 0 0 7.75 "Q" 0 0 0
"750" 1 2 "female" 4 1 1 23 "S" 1 1 1
"751" 1 3 "male" 6 0 1 12.475 "S" 0 0 0
"752" 0 3 "male" 33 0 0 9.5 "S" 0 0 0
"753" 0 3 "male" 23 0 0 7.8958 "S" 0 0 0
"754" 1 2 "female" 48 1 2 65 "S" 1 1 1
"755" 1 2 "male" 0.67 1 1 14.5 "S" 0 0 0
"756" 0 3 "male" 28 0 0 7.7958 "S" 0 0 0
"757" 0 2 "male" 18 0 0 11.5 "S" 0 0 0
"758" 0 3 "male" 34 0 0 8.05 "S" 0 0 0
"759" 1 1 "female" 33 0 0 86.5 "S" 1 1 1
"760" 0 3 "male" 29.6991176470588 0 0 14.5 "S" 0 0 0
"761" 0 3 "male" 41 0 0 7.125 "S" 0 0 0
"762" 1 3 "male" 20 0 0 7.2292 "C" 0 0 0
"763" 1 1 "female" 36 1 2 120 "S" 1 1 1
"764" 0 3 "male" 16 0 0 7.775 "S" 0 0 0
"765" 1 1 "female" 51 1 0 77.9583 "S" 1 1 1
"766" 0 1 "male" 29.6991176470588 0 0 39.6 "C" 0 1 1
"767" 0 3 "female" 30.5 0 0 7.75 "Q" 1 1 0
"768" 0 3 "male" 29.6991176470588 1 0 24.15 "Q" 0 0 0
"769" 0 3 "male" 32 0 0 8.3625 "S" 0 0 0
"770" 0 3 "male" 24 0 0 9.5 "S" 0 0 0
"771" 0 3 "male" 48 0 0 7.8542 "S" 0 0 0
"772" 0 2 "female" 57 0 0 10.5 "S" 1 1 1
"773" 0 3 "male" 29.6991176470588 0 0 7.225 "C" 0 0 0
"774" 1 2 "female" 54 1 3 23 "S" 1 1 0
"775" 0 3 "male" 18 0 0 7.75 "S" 0 0 0
"776" 0 3 "male" 29.6991176470588 0 0 7.75 "Q" 0 0 0
"777" 1 3 "female" 5 0 0 12.475 "S" 1 1 1
"778" 0 3 "male" 29.6991176470588 0 0 7.7375 "Q" 0 0 0
"779" 1 1 "female" 43 0 1 211.3375 "S" 1 1 1
"780" 1 3 "female" 13 0 0 7.2292 "C" 1 1 1
"781" 1 1 "female" 17 1 0 57 "S" 1 1 1
"782" 0 1 "male" 29 0 0 30 "S" 0 0 1
"783" 0 3 "male" 29.6991176470588 1 2 23.45 "S" 0 0 0
"784" 0 3 "male" 25 0 0 7.05 "S" 0 0 0
"785" 0 3 "male" 25 0 0 7.25 "S" 0 0 0
"786" 1 3 "female" 18 0 0 7.4958 "S" 1 1 1
"787" 0 3 "male" 8 4 1 29.125 "Q" 0 0 0
"788" 1 3 "male" 1 1 2 20.575 "S" 0 0 0
"789" 0 1 "male" 46 0 0 79.2 "C" 0 0 1
"790" 0 3 "male" 29.6991176470588 0 0 7.75 "Q" 0 0 0
"791" 0 2 "male" 16 0 0 26 "S" 0 0 0
"792" 0 3 "female" 29.6991176470588 8 2 69.55 "S" 0 0 0
"793" 0 1 "male" 29.6991176470588 0 0 30.6958 "C" 0 1 1
"794" 0 3 "male" 25 0 0 7.8958 "S" 0 0 0
"795" 0 2 "male" 39 0 0 13 "S" 0 0 0
"796" 1 1 "female" 49 0 0 25.9292 "S" 1 1 1
"797" 1 3 "female" 31 0 0 8.6833 "S" 1 1 1
"798" 0 3 "male" 30 0 0 7.2292 "C" 0 0 0
"799" 0 3 "female" 30 1 1 24.15 "S" 1 1 1
"800" 0 2 "male" 34 0 0 13 "S" 0 0 0
"801" 1 2 "female" 31 1 1 26.25 "S" 1 1 1
"802" 1 1 "male" 11 1 2 120 "S" 0 0 1
"803" 1 3 "male" 0.42 0 1 8.5167 "C" 0 0 0
"804" 1 3 "male" 27 0 0 6.975 "S" 0 0 0
"805" 0 3 "male" 31 0 0 7.775 "S" 0 0 0
"806" 0 1 "male" 39 0 0 0 "S" 0 0 0
"807" 0 3 "female" 18 0 0 7.775 "S" 1 1 1
"808" 0 2 "male" 39 0 0 13 "S" 0 0 0
"809" 1 1 "female" 33 1 0 53.1 "S" 1 1 1
"810" 0 3 "male" 26 0 0 7.8875 "S" 0 0 0
"811" 0 3 "male" 39 0 0 24.15 "S" 0 0 0
"812" 0 2 "male" 35 0 0 10.5 "S" 0 0 0
"813" 0 3 "female" 6 4 2 31.275 "S" 0 1 0
"814" 0 3 "male" 30.5 0 0 8.05 "S" 0 0 0
"815" 0 1 "male" 29.6991176470588 0 0 0 "S" 0 1 0
"816" 0 3 "female" 23 0 0 7.925 "S" 1 1 1
"817" 0 2 "male" 31 1 1 37.0042 "C" 0 0 0
"818" 0 3 "male" 43 0 0 6.45 "S" 0 0 0
"819" 0 3 "male" 10 3 2 27.9 "S" 0 0 0
"820" 1 1 "female" 52 1 1 93.5 "S" 1 1 1
"821" 1 3 "male" 27 0 0 8.6625 "S" 0 0 0
"822" 0 1 "male" 38 0 0 0 "S" 0 0 0
"823" 1 3 "female" 27 0 1 12.475 "S" 1 1 1
"824" 0 3 "male" 2 4 1 39.6875 "S" 0 0 0
"825" 0 3 "male" 29.6991176470588 0 0 6.95 "Q" 0 0 0
"826" 0 3 "male" 29.6991176470588 0 0 56.4958 "S" 0 0 0
"827" 1 2 "male" 1 0 2 37.0042 "C" 1 1 0
"828" 1 3 "male" 29.6991176470588 0 0 7.75 "Q" 0 0 0
"829" 1 3 "female" 15 1 0 14.4542 "C" 1 1 1
"830" 1 2 "male" 0.83 1 1 18.75 "S" 0 0 0
"831" 0 3 "male" 29.6991176470588 0 0 7.2292 "C" 0 0 0
"832" 0 3 "male" 23 0 0 7.8542 "S" 0 0 0
"833" 0 3 "male" 18 0 0 8.3 "S" 0 0 0
"834" 1 1 "female" 39 1 1 83.1583 "C" 1 1 1
